title,author,author_company,repo,number,closed,created_at,closed_at,updated_at,labels,thumbs_up,thumbs_down
"AzureAD login fails with ""OAuth2 Authorization code was already redeemed""",julien-opsk,@ops-k ,grafana/grafana,101148,true,2025-02-21 14:33:23,2025-02-21 15:09:48,2025-02-21 15:09:52,"type/bug, area/auth/oauth, automated-triage",25,75
Namespace in values.yaml,droslean,Red Hat,grafana/helm-charts,3577,false,2025-02-21 14:32:47,,2025-02-21 14:32:47,,79,21
[enhancement] Handle multiple deployments to dev more gracefully,ifrost,,grafana/explore-profiles,440,false,2025-02-21 14:17:58,,2025-03-11 16:40:16,"ci, priority/high",72,28
Documentation feedback: /docs/sources/send-data/_index.md,RomanR-dev,,grafana/loki,16396,true,2025-02-21 14:15:59,2025-03-05 13:23:53,2025-03-05 13:23:55,,44,56
V2 Dashboards API: Provisioned dashboards can be saved,dprokop,Grafana Labs,grafana/grafana,101146,false,2025-02-21 14:08:50,,2025-02-25 16:28:08,"type/bug, area/dashboard, internal",90,10
Symbol type driver parameter support,szkiba,,grafana/xk6-sql,120,true,2025-02-21 14:08:35,2025-02-21 14:41:55,2025-02-21 14:41:55,bug,47,53
[chore] Profiles Drilldown tech review,ifrost,,grafana/explore-profiles,439,false,2025-02-21 14:08:01,,2025-03-17 08:41:04,"priority/medium, tech",16,84
v2 Kubelet feature - wrong value for discovery.relabel,cristian-1,,grafana/k8s-monitoring-helm,1268,true,2025-02-21 13:52:40,2025-02-21 20:47:59,2025-02-21 21:51:11,,37,63
No longer able to template extraConfig,ryan-dyer-sp,,grafana/k8s-monitoring-helm,1266,true,2025-02-21 13:47:52,2025-02-24 14:16:57,2025-02-24 14:16:59,,40,60
[feature] Add a button to go from Diff View directly to a Flame Graph,ifrost,,grafana/explore-profiles,438,false,2025-02-21 13:47:09,,2025-02-21 14:47:07,enhancement,90,10
Product Area: query source conflict with Grafana plugin for OpenNMS,Mabran,,grafana/grafana,101138,false,2025-02-21 13:37:30,,2025-02-25 16:39:25,"type/bug, area/plugins, type/regression, datasource/JSON, automated-triage",11,89
[bug] Unable to add to investigations,simonswine,@grafana,grafana/explore-profiles,436,false,2025-02-21 13:26:29,,2025-02-21 14:45:21,"bug, priority/medium, needs investigation",6,94
"[feature] Make Flame Graph default when using ""Go Queryless"" option",ifrost,,grafana/explore-profiles,435,false,2025-02-21 13:19:06,,2025-02-21 14:47:03,enhancement,14,86
Explore: Make it harder to fire a Pyroscope query with an empty label selector,simonswine,@grafana,grafana/grafana,101137,false,2025-02-21 13:10:12,,2025-02-21 13:10:53,"area/explore, internal, datasource/grafana-pyroscope",65,35
[New Data Source]: OPCUA protocol,revillamata,,grafana/grafana,101133,false,2025-02-21 12:11:30,,2025-02-26 18:27:18,"area/datasource, type/new-plugin-request",20,80
Alerting: PUT on /api/v1/provisioning/templates always returns 404,vfauth,Thales,grafana/grafana,101130,false,2025-02-21 12:00:40,,2025-02-21 12:04:03,"type/bug, area/alerting, area/provisioning, automated-triage",44,56
Atuz: Compile / list should not require that namespace is set if caller has namespace '*',kalleep,@grafana,grafana/authlib,152,true,2025-02-21 11:57:38,2025-02-24 15:12:07,2025-02-24 15:12:07,bug,79,21
Alerting: Silences are always displayed in browser time,cartw,,grafana/grafana,101129,false,2025-02-21 11:40:34,,2025-02-21 11:43:49,"type/bug, area/alerting, automated-triage",94,6
Preserve Go type parameters in function names,kolesnikovae,,grafana/pyroscope,3941,false,2025-02-21 11:32:26,,2025-02-21 11:50:17,"enhancement, ux",15,85
[Bug] Props mutation in ConfigEditor,hugohaggmark,,grafana/grafana-infinity-datasource,1160,false,2025-02-21 10:59:53,,2025-02-21 10:59:53,"type/bug, datasource/Infinity",53,47
Certain components cannot be run from modules,tpaschalis,@grafana ,grafana/alloy,2802,true,2025-02-21 10:45:09,2025-02-21 13:49:33,2025-02-21 13:49:33,bug,20,80
duplicate metrics collector registration panic when using remotecfg,tpaschalis,@grafana ,grafana/alloy,2801,false,2025-02-21 10:40:50,,2025-02-21 12:04:59,bug,32,68
Azure Defender for Cloud logs are not processed by the function,maxthecat91,Backbase,grafana/azure_eventhub_to_loki,19,true,2025-02-21 09:45:27,2025-03-11 14:44:27,2025-03-11 14:44:27,,69,31
Alerting: Support webhook timeout option in contact point configuration,stevesg,@grafana ,grafana/grafana,101122,true,2025-02-21 09:01:48,2025-02-24 10:00:24,2025-02-24 10:00:24,"area/alerting, area/frontend",60,40
Canvas Panel: Value mappings does not load all icons for selection,suckowbiz,,grafana/grafana,101120,false,2025-02-21 08:51:18,,2025-02-21 08:54:36,"type/bug, area/panel/canvas, automated-triage",30,70
Implement relabeling debugger/inspector in Alloy UI and or documentation.,simonswine,@grafana,grafana/alloy,2799,false,2025-02-21 08:38:35,,2025-02-24 16:44:33,proposal,59,41
[feature] Allow functionDetails call on the diff view,simonswine,@grafana,grafana/explore-profiles,433,false,2025-02-21 08:35:12,,2025-03-11 08:18:46,enhancement,59,41
CVE-2024-12797 in container grafana/grafana-oss:11.5.2,tukez,,grafana/grafana,101118,false,2025-02-21 08:31:45,,2025-03-03 06:47:13,"type/bug, area/security, automated-triage",17,83
Auth: Configured Whitelist in Proxy-Auth validates wrong IP,IvanZenger,,grafana/grafana,101117,false,2025-02-21 07:59:23,,2025-02-21 08:05:09,"type/bug, area/auth, automated-triage",84,16
Grafana: Variables. Search can't match Russian language in Grafana v11.5.1,medbedica,,grafana/grafana,101116,false,2025-02-21 07:58:47,,2025-02-21 08:02:00,"type/bug, area/search, area/internationalization, type/regression, automated-triage",82,18
Broken flame graph,kolesnikovae,,grafana/pyroscope,3939,true,2025-02-21 07:28:06,2025-02-27 14:21:03,2025-02-27 14:21:04,type/bug,74,26
Product Area: Can switch off Series value as timestamp toggle in Annotation,tiantangkuohai,,grafana/grafana,101113,false,2025-02-21 06:21:54,,2025-02-21 06:25:04,"type/bug, datasource/Prometheus, automated-triage, area/dashboard/annotations",17,83
[New Data Source]: Python as plugin to run python queries,sifydinesh,,grafana/grafana,101111,false,2025-02-21 04:29:21,,2025-02-21 04:29:21,"area/datasource, type/new-plugin-request",91,9
no data in `下游Embedding Server可用性` in Uni Predict Server,pepsi2222,,grafana/grafana,101110,true,2025-02-21 03:51:35,2025-02-21 03:55:55,2025-02-21 03:55:55,"type/bug, area/backend, automated-triage",37,63
Beyla with OTEL instrumented applications.,cxk314,Sherwin-Williams,grafana/beyla,1687,true,2025-02-21 03:08:29,2025-02-26 21:24:49,2025-02-28 14:58:09,"documentation, question",85,15
Add Trace-Level Metrics to MetricGenerator,keyolk,,grafana/tempo,4727,false,2025-02-21 02:46:47,,2025-02-21 17:20:28,,40,60
OTLP validation assumes `url` and can't handle `urlFrom`,petewall,Grafana Labs,grafana/k8s-monitoring-helm,1263,true,2025-02-21 00:21:13,2025-02-21 00:33:27,2025-02-21 00:33:27,,19,81
Not able to provision dashboard with crossplane grafana provider,shankar-bala,,grafana/crossplane-provider-grafana,248,false,2025-02-20 23:52:14,,2025-02-21 07:30:58,documentation,56,44
TableNG: Sorting - Re-order sort and filter dependencies,drew08t,,grafana/grafana,101108,true,2025-02-20 23:30:18,2025-02-21 16:18:29,2025-02-21 16:18:29,"type/performance, area/panel/table, internal",23,77
Query/Exec hangs when there are external network latency,sharathjag,,grafana/xk6-sql,119,false,2025-02-20 22:58:12,,2025-03-04 17:13:02,enhancement,44,56
Possible/Probable? Password Caching Issue,gsmith-sas,SAS Institute Inc.,grafana/opensearch-datasource,575,false,2025-02-20 22:30:14,,2025-03-06 20:20:21,"type/bug, datasource/OpenSearch",98,2
Using List time series query type in variable option doesn't populate the right list of time-series data,LegendZhuZcq,,grafana/iot-sitewise-datasource,424,true,2025-02-20 22:26:09,2025-02-20 22:31:16,2025-03-08 17:10:17,"type/bug, datasource/Sitewise",19,81
Deploy the Auto-instrumentation feature with Beyla in unprivileged mode,RaulFiol93,,grafana/k8s-monitoring-helm,1261,false,2025-02-20 22:05:31,,2025-02-20 22:57:03,,91,9
Quick Start Example doesn't work,InTheCloudDan,,grafana/k6-jslib-testing,10,true,2025-02-20 21:33:42,2025-02-26 13:09:38,2025-02-26 13:09:38,,72,28
Grafana.Spelling : Drilldown,NWRichmond,Grafana,grafana/writers-toolkit,1064,true,2025-02-20 21:18:58,2025-02-20 22:21:40,2025-02-20 22:21:41,,62,38
Bulk probe editing allows you to add the same probe multiple times,peterschretlen,,grafana/synthetic-monitoring-app,1071,true,2025-02-20 20:48:35,2025-02-21 13:47:03,2025-02-21 13:47:03,bug,41,59
Error source middleware doesn't properly handle non-200 http codes,asimpson,@grafana ,grafana/grafana-plugin-sdk-go,1236,true,2025-02-20 19:16:20,2025-02-21 22:31:54,2025-02-21 22:31:54,bug,26,74
Large dashboards are silently truncated in MySQL-backed Grafana,ArturWierzbicki,@grafana ,grafana/grafana,101094,false,2025-02-20 18:45:25,,2025-02-20 18:46:46,area/backend/app-platform,72,28
Why does this use prometheus instead of mimir?,lsproule,,grafana/docker-otel-lgtm,302,false,2025-02-20 18:36:40,,2025-02-21 09:36:50,,5,95
Report usage of the `crypto`,olegbespalov,Grafana Labs,grafana/k6,4575,false,2025-02-20 17:06:40,,2025-02-20 17:10:20,"evaluation needed, area: webcrypto",34,66
Using Clock as a Dashboard datasource results in: ERROR Could not find SceneQueryRunner for panel,moxious,@grafana ,grafana/grafana,101087,false,2025-02-20 16:53:42,,2025-02-20 16:56:44,"type/bug, area/dashboard, internal",61,39
Grafana Alloy unable to send traces to Grafana Tempo on same network - unknown service opentelemetry.proto.collector.trace.v1.TraceService.,henryobiaraije,Henry Obiaraije,grafana/alloy,2782,false,2025-02-20 16:15:39,,2025-02-25 12:43:03,bug,76,24
Enhanced formatting for OTel log lines,matyax,Digital Bath,grafana/grafana,101083,false,2025-02-20 16:06:33,,2025-03-17 16:04:20,area/logs,13,87
implement use_incoming_timestamp,yosiasz,solitcon,grafana/alloy,2780,false,2025-02-20 15:48:45,,2025-02-23 22:17:17,enhancement,18,82
feat: Explore Profiles -> Profiles Drilldown rename,ifrost,,grafana/explore-profiles,431,true,2025-02-20 14:39:11,2025-02-21 13:22:14,2025-02-21 13:22:16,,38,62
Documentation feedback: /docs/sources/administration/data-source-management/_index.md,arpitmca1992,,grafana/grafana,101068,false,2025-02-20 14:20:08,,2025-02-20 14:23:24,"type/bug, type/docs, area/auth, area/backend/api, area/public-dashboards, automated-triage",7,93
Labels combobox: Cannot add more then 2 values for same label,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1087,true,2025-02-20 14:18:05,2025-02-20 15:13:33,2025-02-20 15:13:33,bug,3,97
Compactor exposes error metric when failing over to another instance,jan-kantert,,grafana/loki,16388,false,2025-02-20 14:12:33,,2025-03-11 19:56:59,type/bug,15,85
Deprecate top-level service selection,marctc,@grafana ,grafana/beyla,1684,false,2025-02-20 13:56:08,,2025-02-21 10:52:18,"documentation, tech-debt",2,98
[Bug] error while performing the infinity query. unable to parse response body as JSON. unexpected end of JSON input,ricoroodenburg,,grafana/grafana-infinity-datasource,1158,true,2025-02-20 13:51:42,2025-02-20 14:22:05,2025-02-20 14:22:05,,83,17
[Question]: omitempty for slices results in a dirty dashboard state in Grafana v10.4.1,olehholovko-stripe,,grafana/grafana-foundation-sdk,637,false,2025-02-20 13:47:54,,2025-02-26 15:50:13,"help wanted, question",71,29
Understanding the Calculation of Stream Limits in Loki Ingesters,LinTechSo,,grafana/loki,16386,false,2025-02-20 13:17:28,,2025-03-11 19:36:04,type/question,49,51
Cannot enable docker plugin on x86_64 processor,marcolino7,,grafana/loki,16385,true,2025-02-20 13:15:40,2025-02-20 13:25:26,2025-02-20 13:25:29,,14,86
Grizzly serve grafonnet missing template variables,zabojpetr,,grafana/grizzly,591,false,2025-02-20 11:37:56,,2025-02-20 11:37:56,,78,22
Support for `newCDPSession()`,fedono,PDD,grafana/k6,4569,false,2025-02-20 11:35:15,,2025-02-24 13:52:32,"feature, triage",25,75
Payload too large error when trying to save dashboard,felix-mu,,grafana/grafana-vs-code-extension,123,false,2025-02-20 11:22:18,,2025-03-03 23:00:13,,75,25
Replace v0 by k8s v1 when kubernetesDashboards is enabled,ivanortegaalba,Grafana Labs,grafana/grafana,101047,true,2025-02-20 11:06:55,2025-02-20 11:43:02,2025-02-20 11:43:20,"area/dashboard, area/schema, internal, team/grafana-dashboards",48,52
Improve error messaging or handling for plugins that were installed but can not start anymore,tolzhabayev,Grafana Labs,grafana/grafana,101040,true,2025-02-20 09:47:56,2025-03-17 05:26:51,2025-03-17 05:26:51,"area/plugins, internal",78,22
Dashboard: Panel with CSV shows no data,tskarhed,Grafana Labs,grafana/grafana,101037,false,2025-02-20 09:34:30,,2025-02-20 09:34:30,"type/bug, area/dashboard",0,100
Use v1 or v2 endpoints depending of the format that they were stored,ivanortegaalba,Grafana Labs,grafana/grafana,101036,true,2025-02-20 09:17:22,2025-03-12 17:43:34,2025-03-12 17:43:46,"internal, team/grafana-dashboards",56,44
Button to quickly navigate from Explore to Drilldown,alexbikfalvi,@grafana,grafana/traces-drilldown,341,false,2025-02-20 09:15:25,,2025-02-20 09:15:25,GA,28,72
Add flutter version to session attributes,robert-northmind,Grafana Labs,grafana/faro-flutter-sdk,34,false,2025-02-20 09:06:52,,2025-02-20 09:06:52,enhancement,25,75
[New Data Source]: <name-of-service>,Dharma1133,,grafana/grafana,101034,false,2025-02-20 09:03:17,,2025-02-20 09:03:17,"area/datasource, type/new-plugin-request",34,66
How to filter services in certain namespaces through service discovery?,gravese,Longbridge,grafana/beyla,1683,true,2025-02-20 09:02:52,2025-02-20 14:37:55,2025-02-20 14:37:58,,52,48
Add option to time picker to revert to dashboard default,Max-E-Million,,grafana/grafana,101032,false,2025-02-20 08:50:27,,2025-02-20 09:11:10,"type/feature-request, type/ux, area/dashboard/timerange, team/grafana-dashboards, automated-triage",21,79
Helm Installation Fails Due to Template Execution Error,cnadav,,grafana/k8s-monitoring-helm,1258,true,2025-02-20 08:49:21,2025-03-05 17:18:47,2025-03-13 17:26:36,,1,99
Browser module panic: `panic: GoError: attaching iframe: attaching iframe target`,oleiade,Grafana Labs,grafana/k6,4568,false,2025-02-20 08:44:18,,2025-02-20 16:49:36,bug,20,80
Helm version 6.27.0: Loki global extraEnv and extraEnvFrom,fhera,,grafana/loki,16380,false,2025-02-20 07:47:31,,2025-03-11 19:35:19,"area/helm, type/bug",56,44
[New Data Source]: <Plain text>,Sunictech,,grafana/grafana,101026,false,2025-02-20 06:01:05,,2025-02-20 06:02:04,"area/datasource, type/new-plugin-request",81,19
Provides the session replay function,zhaomingcheng01,,grafana/faro-web-sdk,989,false,2025-02-20 02:47:50,,2025-02-20 02:47:50,feature,44,56
Variable Interpolation Not Working for Asset Model Id,anish-kunduru,,grafana/iot-sitewise-datasource,423,true,2025-02-20 02:19:24,2025-02-25 18:31:53,2025-02-28 14:09:23,"type/bug, datasource/Sitewise, effort/small",61,39
Grafana template for displaying mouse click events in another panel,wjh-w,,grafana/grafana,101025,false,2025-02-20 01:37:16,,2025-02-20 02:54:34,"type/feature-request, automated-triage, area/dashboard/scenes",87,13
php-fpm doesn't work with PHP 7.x,marunrun,@Duomai,grafana/beyla,1681,false,2025-02-20 01:15:48,,2025-03-12 21:31:05,help wanted,88,12
The `otelcol.receiver.prometheus` has likely diverged from otel,mattdurham,,grafana/alloy,2774,false,2025-02-20 01:07:37,,2025-02-21 21:53:10,bug,10,90
KQL query is empty when editing panel,sergey-p3,,grafana/azure-data-explorer-datasource,1198,true,2025-02-19 22:27:17,2025-02-24 18:13:10,2025-02-24 18:13:19,"type/bug, effort/small, datasource/ADX",2,98
Task: convert all tasks to sub-issues,taleena,,grafana/grafana,101018,false,2025-02-19 22:22:41,,2025-02-19 22:56:29,"type/accessibility, internal, area/accessibility",39,61
Grafana: Error: Minified React error #130 - Create Variables - Latest Version,TerrorNutella,,grafana/grafana,101014,false,2025-02-19 21:37:34,,2025-02-19 21:40:48,"type/bug, automated-triage, area/dashboard/variable",96,4
docs: document new alerting threshold operators,JohnnyK-Grafana,@grafana,grafana/grafana,101011,true,2025-02-19 21:06:02,2025-02-24 18:17:15,2025-02-24 18:17:15,"type/docs, internal",30,70
Deploy k8s-monitoring-helm using terraform with extraConfig from a template,kutter126,@onsemi,grafana/k8s-monitoring-helm,1256,true,2025-02-19 20:56:23,2025-02-21 01:07:43,2025-02-21 01:07:43,,77,23
Docs: Variables supported for all transformations,imatwawana,,grafana/grafana,101009,true,2025-02-19 20:41:21,2025-03-07 14:55:40,2025-03-07 14:55:40,"type/docs, internal",74,26
TableNG: Footer summary styles,alexjonspencer1,Grafana,grafana/grafana,101008,true,2025-02-19 20:33:51,2025-02-20 01:38:59,2025-02-20 01:38:59,area/panel/table,8,92
Docs: Time region cron expression config,imatwawana,,grafana/grafana,101005,true,2025-02-19 20:23:49,2025-02-20 20:53:24,2025-02-20 20:53:24,"type/docs, internal",57,43
Spawn error A JavaScript error occurred in the browser process,AlexeiOm,,grafana/k6-studio,501,false,2025-02-19 19:45:41,,2025-02-20 18:40:53,bug,48,52
Support for 15m resolution data,diehbria,Amazon,grafana/iot-sitewise-datasource,422,true,2025-02-19 19:05:57,2025-02-26 17:30:15,2025-03-08 17:09:36,"datasource/Sitewise, type/feature-request, SWteam",51,49
Grafana Managed Alerts: Preview Routing runs every time you type a character in Alert Description causing load on the backend,Nachtfalkeaw,,grafana/grafana,100989,false,2025-02-19 17:59:30,,2025-02-22 00:18:07,"type/bug, area/alerting, automated-triage",13,87
Flaky TestDistributor_Push_ShouldSupportIngestStorage test,56quarters,@grafana,grafana/mimir,10693,false,2025-02-19 17:58:11,,2025-02-26 00:44:42,type/tests,77,23
Duplicate dashboard files when moved to a new folder,beasteers,New York University,grafana/grizzly,590,false,2025-02-19 17:41:22,,2025-02-19 17:41:22,,83,17
add label_values to logcli,gberche-orange,orange,grafana/loki,16375,false,2025-02-19 16:54:35,,2025-03-11 19:34:51,"component/logcli, kind/feature",2,98
Frontend: Enable Subresource Integrity Checks,jackw,Grafana Labs @grafana ,grafana/grafana,100984,true,2025-02-19 16:20:58,2025-03-04 10:56:36,2025-03-04 10:56:37,"area/frontend, type/security",54,46
Idea: MSTeamsv2 Support for Alertmanager,EStork09,,grafana/mimir,10689,false,2025-02-19 16:04:12,,2025-02-19 16:17:15,"enhancement, component/alertmanager",10,90
Remove windowsevent stage from v1.3 docs,clayton-cornell,@grafana ,grafana/alloy,2765,false,2025-02-19 14:58:59,,2025-02-19 14:59:08,type/docs,85,15
concurrent map iteration and map write: `FrameSession.attachWorkerToTarget`,inancgumus,@grafana,grafana/k6,4566,false,2025-02-19 14:54:03,,2025-02-19 14:54:03,area: browser,85,15
concurrent map iteration and map write: `ElementHandle.typ`,inancgumus,@grafana,grafana/k6,4565,true,2025-02-19 14:52:44,2025-02-24 19:52:20,2025-02-24 19:52:22,area: browser,25,75
concurrent map iteration and map write: `ExecutionContext.eval`,inancgumus,@grafana,grafana/k6,4564,false,2025-02-19 14:50:17,,2025-02-19 14:52:12,"bug, area: browser",63,37
Value drilldown: UX - Navigate back to labels drilldown,gtk-grafana,Grafana Labs,grafana/logs-drilldown,1086,false,2025-02-19 14:32:03,,2025-02-19 14:32:03,ui,19,81
Query timeout formatting for timeout > 1m is malformed and thus ignored by Kusto,nadav-dav,,grafana/azure-data-explorer-datasource,1197,true,2025-02-19 14:00:10,2025-02-19 19:29:46,2025-03-08 17:38:23,"type/bug, priority/high, datasource/ADX, effort/none",14,86
Dashboard Versions API: Accessing versions via `GET` methods require `dashboards:write`,rorymalcolm,incident.io,grafana/grafana,100970,false,2025-02-19 13:38:40,,2025-02-19 13:41:56,"type/bug, area/backend/api, area/permissions, automated-triage",75,25
Separate API and client into its own modules,pablochacin,grafana labs,grafana/k6build,150,false,2025-02-19 13:33:25,,2025-02-19 13:33:33,enhancement,65,35
Memory leak in browser?,RasmusThorsager,,grafana/grafana-zabbix,1973,true,2025-02-19 13:22:00,2025-02-24 10:25:55,2025-02-24 10:25:57,,44,56
Proxy field not working,euricoschmidt,Schip Systems,grafana/grafana-zabbix,1972,false,2025-02-19 13:18:37,,2025-02-27 11:33:53,type/bug,6,94
In the viewing mode it is possible to read the SQL statement,filipsedivy,Boost.space,grafana/grafana,100966,false,2025-02-19 13:05:44,,2025-03-02 10:11:12,"type/bug, area/security, area/dashboard/edit, automated-triage",99,1
Docs feedback: Uniqueness requirement of top-level configuration blocks is incorrect.,setpill,,grafana/alloy,2761,true,2025-02-19 12:54:40,2025-02-27 10:06:07,2025-02-27 10:06:08,type/docs,7,93
[bug] otel_logs labels field mismatch,krokwen-tftc,,grafana/clickhouse-datasource,1176,true,2025-02-19 12:48:46,2025-02-19 13:50:12,2025-02-19 13:50:14,"type/bug, datasource/ClickHouse",92,8
"Question: When using a wildcard, how can I split the values",Hans-S,,grafana/mqtt-datasource,118,false,2025-02-19 12:48:08,,2025-02-19 12:48:08,,81,19
Docs: check docs to reflect the current required privileges,marctc,@grafana ,grafana/beyla,1678,false,2025-02-19 11:01:12,,2025-02-19 11:13:39,"documentation, type/docs",2,98
investigations: add table view (with selected fields),matryer,@grafana  ,grafana/logs-drilldown,1085,false,2025-02-19 10:54:12,,2025-02-19 10:54:12,,23,77
Provide a switch in the helm chart to disable `automountServiceAccountToken`,ptodev,,grafana/alloy,2758,true,2025-02-19 10:14:21,2025-03-05 13:26:34,2025-03-05 13:26:34,,16,84
[New Data Source]: <name-of-service>Rest API,Shodhan18,,grafana/grafana,100953,false,2025-02-19 09:50:37,,2025-02-19 09:50:37,"area/datasource, type/new-plugin-request",7,93
"Folder/Dashboard: ""Dead"" folder reappears, consistently",senpro-ingwersenk,,grafana/grafana,100952,false,2025-02-19 09:42:46,,2025-02-19 09:46:01,"type/bug, area/dashboard/folders, area/provisioning, automated-triage",3,97
Since v11.x constant variable are not hidden any more,ljuaneda,BRED,grafana/grafana,100948,false,2025-02-19 09:20:11,,2025-02-19 09:23:23,"type/bug, area/dashboard/templating, type/regression, automated-triage, area/dashboard/variable",48,52
Support for Exporting Alert Rules for Provisioning (File-Based / Sidecar),Juergen99,,grafana/grizzly,589,false,2025-02-19 08:49:04,,2025-03-05 07:56:51,,9,91
Error while retrieving the version of Opensearch 2.19.0,tlex,,grafana/opensearch-datasource,574,false,2025-02-19 08:40:34,,2025-03-06 16:36:23,"type/bug, datasource/OpenSearch",63,37
otelcol.exporter.loki wraps logline and all the metadata into json,DmitryTen,,grafana/alloy,2757,true,2025-02-19 08:22:38,2025-02-26 13:01:14,2025-02-26 13:01:16,bug,14,86
Document use cases,pablochacin,grafana labs,grafana/xk6,143,false,2025-02-19 08:08:32,,2025-02-19 08:09:07,documentation,80,20
Documented ciphers dont work,db-wally007,,grafana/alloy,2756,false,2025-02-19 07:56:15,,2025-02-27 21:05:35,bug,30,70
Trace IDs with leading zeros are trimmed in the Search API response,kaustubhkurve,Kong,grafana/tempo,4723,false,2025-02-19 07:39:33,,2025-02-21 13:13:04,,35,65
[jvm-mixin] Error building,nlamirault,Swan,grafana/jsonnet-libs,1402,true,2025-02-19 07:37:07,2025-02-20 09:41:25,2025-02-20 09:42:17,,12,88
Reporting 5x errors in Grafana when trying to access /openapi/*,PallaviTharigonda,,grafana/grafana,100944,false,2025-02-19 06:48:14,,2025-02-19 06:58:29,"type/bug, area/backend/api, automated-triage",65,35
Flaky `TestHATrackerChangeInElectedReplicaClearsLastSeenTimestamp`,charleskorn,Grafana Labs,grafana/mimir,10688,true,2025-02-19 04:21:51,2025-02-25 14:49:15,2025-02-25 14:49:17,type/tests,11,89
Flaky `TestHaTrackerWithMemberlistWhenReplicaDescIsMarkedDeletedThenKVStoreUpdateIsNotFailing`,charleskorn,Grafana Labs,grafana/mimir,10687,true,2025-02-19 04:20:06,2025-02-20 10:14:09,2025-02-20 10:14:09,type/tests,78,22
Race condition in TestPartitionReader_ConsumeAtStartup,charleskorn,Grafana Labs,grafana/mimir,10686,false,2025-02-19 03:53:43,,2025-02-27 09:22:50,type/tests,45,55
Security: should upgrade github.com/bits-and-blooms/bloom to 3.4.0+,ccding,,grafana/loki,16366,false,2025-02-18 22:15:37,,2025-03-11 19:32:45,"area/security, feature/blooms",9,91
Audit Chrome experimental APIs used by the browser,inancgumus,@grafana,grafana/k6,4557,false,2025-02-18 22:12:57,,2025-02-18 22:13:12,area: browser,96,4
Ability to set individual value mappings for each element in a Canvas visualization,imdancin,,grafana/grafana,100920,false,2025-02-18 21:53:00,,2025-02-18 22:42:52,"type/feature-request, area/panel/canvas, automated-triage",16,84
Add a support of OCI Helm chart,kvendingoldo,,grafana/alloy,2753,false,2025-02-18 21:14:48,,2025-02-28 19:21:53,enhancement,100,0
grafanaUrl / grafana:3000 in Slack notices and escalation email notices,jgbrwn,,grafana/oncall,5461,false,2025-02-18 21:00:43,,2025-03-04 14:30:59,"bug, part:alert flow & configuration, needs triage",49,51
k6 blog posts to docs migration,heitortsergent,@Grafana,grafana/k6-docs,1875,false,2025-02-18 20:39:54,,2025-02-18 21:12:59,"Area: OSS Content, type/docs",6,94
PluginExtensions: POC Generate and append static information to plugin.json during build time,mckn,,grafana/grafana,100899,false,2025-02-18 19:59:20,,2025-02-18 19:59:37,internal,67,33
PluginExtensions: POC generate frontend code base on plugin.json,mckn,,grafana/grafana,100898,false,2025-02-18 19:54:13,,2025-02-20 06:48:40,internal,75,25
PluginExtensions: Investigate possible ways to improve DX,mckn,,grafana/grafana,100896,false,2025-02-18 19:47:55,,2025-02-18 20:00:19,"type/epic, internal, area/plugin-extensions",95,5
All my logs are considered as error in Grafana,imclint21,HypeProxy.io,grafana/alloy,2752,false,2025-02-18 19:24:53,,2025-02-20 18:52:50,bug,83,17
Istio Integration,marquesj2-ppb,Flutter Entertainment,grafana/k8s-monitoring-helm,1251,false,2025-02-18 18:59:06,,2025-02-28 11:13:16,,13,87
Need the ability to set different resource detectors,petewall,Grafana Labs,grafana/k8s-monitoring-helm,1250,true,2025-02-18 17:06:28,2025-02-18 20:12:59,2025-02-18 20:12:59,,78,22
"k6 is build with the latest version, not the one specified in the extension",pablochacin,grafana labs,grafana/xk6,142,false,2025-02-18 16:36:51,,2025-03-03 15:35:28,bug,82,18
Switch away from digitalocean demo in integration tests,sd2k,Grafana Labs,grafana/mcp-grafana,26,true,2025-02-18 16:14:45,2025-03-12 10:13:24,2025-03-12 10:13:25,,41,59
Panel links don't work if a panel is not at the top of a dashboard,maxgaponov,,grafana/grafana,100882,false,2025-02-18 15:55:27,,2025-03-12 07:19:56,"type/bug, area/dashboard/links, automated-triage",29,71
migrate tool doesn't work when the source dir is readonly,VenkateswaranJ,RIEDEL Communications GmbH & Co. KG,grafana/loki,16354,false,2025-02-18 15:46:00,,2025-03-11 19:27:49,type/question,56,44
docs: provide a best practices section making it easier to set up Faro,codecapitano,,grafana/faro-web-sdk,980,false,2025-02-18 14:10:18,,2025-02-18 14:10:23,type/docs,53,47
docs: describe what faro tracks by default,codecapitano,,grafana/faro-web-sdk,979,false,2025-02-18 14:07:28,,2025-02-18 14:07:52,type/docs,98,2
metric.gauge soure bug？,pwtitle,,grafana/alloy,2748,false,2025-02-18 13:53:10,,2025-02-25 16:34:59,bug,39,61
[codegen] TypeScript Annotation Typing,IfSentient,@grafana,grafana/grafana-app-sdk,652,false,2025-02-18 13:28:32,,2025-02-18 13:28:32,,36,64
Plugin version 5.0.0 with Hostgroup  empty,danilopelisser,,grafana/grafana-zabbix,1971,true,2025-02-18 13:14:27,2025-02-24 10:21:28,2025-02-24 10:21:31,,16,84
"Update feedback form, documentation and app information for GA",alexbikfalvi,@grafana,grafana/traces-drilldown,337,false,2025-02-18 12:50:29,,2025-02-18 12:50:29,GA,75,25
